merchant_id,transaction_velocity,avg_transaction_value,refund_rate,chargeback_rate,business_age_days,category_mismatch_score,night_txn_ratio,unique_customer_ratio,geographic_spread,incomplete_profile_score,label
M-03689,85.6405,693.158,0.1022,0.0165,362,0.3236,0.1096,0.505,1,0.2892,1
M-03690,55.3327,1230.5358,0.1171,0.0112,790,0.2027,0.1792,0.7019,3,0.1818,1
M-03691,41.5909,1156.4874,0.0715,0.0032,790,0.0138,0.0579,0.3712,4,0.0638,0
M-03692,56.5597,406.2412,0.035,0.0012,1025,0.1029,0.0576,0.4948,3,0.0633,1
M-03693,56.3232,1405.612,0.0716,0.0146,272,0.1282,0.1191,0.3578,3,0.1025,0
M-03694,38.4115,764.6123,0.0494,0.0105,1547,0.0591,0.1004,0.6612,1,0.013,0
M-03695,52.2019,1282.5827,0.0192,0.0026,631,0.0874,0.1037,0.6053,3,0.0847,0
M-03696,43.5331,532.2889,0.0585,0.0049,1201,0.0233,0.0623,0.4997,6,0.0143,0
M-03697,57.8106,637.2387,0.0543,0.0243,196,0.3263,0.0492,0.7789,9,0.2104,1
M-03698,46.6812,618.6399,0.017,0.0032,999,0.1398,0.0638,0.5503,1,0.0568,0
M-03699,55.9373,732.529,0.0264,0.0068,311,0.1327,0.027,0.6418,2,0.0053,0
M-03700,49.4364,794.6346,0.0329,0.013,413,0.146,0.1086,0.4106,1,0.0775,0
M-03701,57.5838,1266.5994,0.0362,0.0029,745,0.1265,0.0858,0.3144,4,0.1126,0
M-03702,48.9635,381.5021,0.1085,0.0239,570,0.1608,0.0139,0.7225,8,0.3255,1
M-03703,109.8002,1350.2908,0.0409,0.0108,936,0.0711,0.1663,0.7627,1,0.1637,1
M-03704,45.8167,1447.611,0.0102,0.0095,224,0.0187,0.0477,0.4521,5,0.0659,0
M-03705,53.6113,1361.3776,0.0335,0.0109,994,0.0963,0.1022,0.6395,1,0.0146,0
M-03706,55.0049,198.5286,0.0527,0.0105,626,0.0564,0.1266,0.4472,2,0.0241,0
M-03707,52.5705,1079.7635,0.0429,0.0054,1457,0.1231,0.0646,0.3597,1,0.0281,0
M-03708,54.3466,528.9425,0.0229,0.0149,938,0.1236,0.0619,0.3978,4,0.0358,0
M-03709,60.817,782.258,0.0199,0.0042,670,0.1051,0.0559,0.5639,3,0.1088,0
M-03710,47.408,1059.6859,0.0412,0.0059,550,0.112,0.0873,0.6793,6,0.0475,1
M-03711,62.9863,1059.6066,0.0703,0.0031,796,0.0959,0.0707,0.6145,6,0.1182,0
M-03712,52.5562,1081.2407,0.068,0.0036,816,0.0747,0.0578,0.5509,4,0.0132,0
M-03713,63.1178,1210.5795,0.071,0.0103,625,0.1109,0.0786,0.3863,7,0.1427,0
M-03714,63.4055,1486.4894,0.0307,0.0048,791,0.0367,0.0821,0.7242,2,0.0939,0
M-03715,34.7618,299.8883,0.0703,0.0133,624,0.0775,0.1171,0.6603,7,0.0608,0
M-03716,52.7153,594.816,0.0726,0.0039,1206,0.1457,0.1155,0.7475,5,0.0612,0
M-03717,49.1071,763.9617,0.0295,0.007,752,0.0347,0.0854,0.4947,4,0.0227,0
M-03718,53.7975,212.8022,0.0705,0.0106,988,0.0691,0.0962,0.4426,2,0.0069,0
M-03719,46.1164,799.5223,0.013,0.002,1633,0.124,0.17,0.84,7,0.0369,0
M-03720,66.2897,485.5582,0.0191,0.0021,1000,0.0303,0.0895,0.5723,5,0.1059,0
M-03721,40.05,358.2512,0.089,0.0215,30,0.3388,0.248,0.6695,2,0.2939,0
M-03722,49.4797,276.6049,0.0618,0.0016,319,0.0525,0.0871,0.5992,5,0.1176,0
M-03723,65.4882,652.8595,0.04,0.0076,527,0.0602,0.0838,0.5717,3,0.1177,0
M-03724,45.8156,1149.1797,0.0605,0.0126,1179,0.0549,0.1001,0.3729,2,0.0365,0
M-03725,25.8866,832.3839,0.0401,0.0147,567,0.0924,0.075,0.5893,7,0.1332,1
M-03726,37.6667,1132.3546,0.0276,0.0021,910,0.147,0.0957,0.2599,4,0.065,0
M-03727,33.0469,843.2692,0.0592,0.0067,624,0.0421,0.0972,0.3723,7,0.0434,0
M-03728,70.6231,818.9239,0.0407,0.011,981,0.0838,0.045,0.6693,2,0.0866,0
M-03729,67.8785,743.7381,0.0246,0.0133,842,0.0754,0.0869,0.6034,5,0.0632,1
M-03730,80.1848,1057.1958,0.0431,0.0162,258,0.2463,0.1013,0.5603,10,0.3328,1
M-03731,48.0812,491.6431,0.035,0.0134,461,0.1051,0.0881,0.3604,4,0.1314,0
M-03732,75.5616,670.7563,0.0266,0.0106,544,0.0538,0.0485,0.5546,1,0.0227,0
M-03733,42.4251,654.3299,0.0783,0.0201,309,0.2298,0.157,0.4276,11,0.1675,1
M-03734,54.9628,1032.964,0.0759,0.0081,1124,0.0243,0.092,0.692,2,0.0134,0
M-03735,7.1361,837.2271,0.0994,0.0182,429,0.2512,0.0508,0.5056,8,0.3423,1
M-03736,67.3861,853.6509,0.0265,0.0067,1044,0.1354,0.0785,0.3631,2,0.0702,0
M-03737,24.6623,1212.7692,0.012,0.0079,696,0.0124,0.0987,0.6525,3,0.0182,0
M-03738,82.5641,1037.9304,0.0646,0.0141,276,0.1113,0.0944,0.4612,6,0.0413,0
M-03739,15.154,1069.5041,0.0829,0.0195,456,0.2216,0.1198,0.7951,9,0.3276,0
M-03740,39.2636,664.2631,0.0398,0.0071,548,0.0272,0.0142,0.6078,2,0.0398,0
M-03741,39.9833,629.9554,0.0478,0.0023,703,0.104,0.0529,0.5499,7,0.0234,0
M-03742,23.1034,895.4222,0.0595,0.0116,1240,0.1465,0.0434,0.5368,4,0.0345,0
M-03743,86.7448,1242.1812,0.0825,0.0034,30,0.1561,0.182,0.8109,2,0.0804,1
M-03744,52.2826,404.8094,0.1063,0.0165,611,0.0544,0.1632,0.4835,6,0.2291,1
M-03745,48.7442,587.2556,0.0185,0.0042,1322,0.106,0.0773,0.5923,5,0.1173,0
M-03746,59.1371,1626.3727,0.0392,0.0088,1255,0.147,0.0879,0.661,6,0.0113,1
M-03747,58.2956,1467.9535,0.0566,0.0131,736,0.0281,0.0774,0.7091,6,0.0855,0
M-03748,46.5561,302.9254,0.0837,0.0144,1030,0.3095,0.1584,0.5278,10,0.2055,1
M-03749,37.0418,1052.5411,0.0573,0.0118,640,0.1478,0.0687,0.4324,3,0.0785,0
M-03750,37.8649,1246.6237,0.0512,0.0043,975,0.1095,0.0983,0.7825,10,0.3412,1
M-03751,28.888,375.347,0.0756,0.0127,346,0.0668,0.0815,0.6175,3,0.087,0
M-03752,52.633,778.3742,0.0293,0.0048,896,0.0427,0.0996,0.8671,7,0.0625,0
M-03753,45.7805,986.993,0.0627,0.008,817,0.2811,0.244,0.5807,11,0.1977,1
M-03754,36.1186,792.0087,0.0628,0.0031,1172,0.1372,0.1094,0.6316,7,0.1232,0
M-03755,25.0355,441.9038,0.0729,0.025,697,0.3342,0.0347,0.9418,11,0.2072,1
M-03756,37.4119,822.6772,0.0402,0.004,416,0.0015,0.0834,0.7244,1,0.0794,0
M-03757,50.2089,755.411,0.0386,0.0051,1040,0.0713,0.0197,0.3606,7,0.1478,0
M-03758,36.9551,509.9737,0.0699,0.0052,173,0.1427,0.1053,0.413,2,0.12,0
M-03759,47.6299,965.9148,0.0404,0.0076,765,0.015,0.1077,0.3939,7,0.1423,0
M-03760,61.5231,476.6541,0.0394,0.0057,1182,0.1258,0.1004,0.391,6,0.0466,0
M-03761,71.6545,1049.0637,0.0477,0.0023,826,0.0309,0.0921,0.4275,1,0.0679,0
M-03762,29.4929,572.7812,0.0677,0.0145,1507,0.1325,0.074,0.4955,3,0.137,0
M-03763,91.6476,714.5602,0.0841,0.0048,30,0.2223,0.234,0.7365,6,0.3241,0
M-03764,55.6002,648.1284,0.0776,0.0047,252,0.0679,0.1198,0.4269,5,0.0125,0
M-03765,55.4249,1280.9104,0.0503,0.0082,126,0.1106,0.1085,0.2836,5,0.0271,0
M-03766,65.6259,1663.2383,0.0266,0.004,1247,0.0635,0.1111,0.3166,7,0.0619,0
M-03767,49.1088,990.307,0.0789,0.0072,421,0.1255,0.0325,0.6612,4,0.038,0
M-03768,58.5592,1218.1821,0.0383,0.0101,979,0.11,0.0599,0.8148,5,0.0075,0
M-03769,58.8287,843.6266,0.0652,0.0039,814,0.0516,0.0996,0.4779,4,0.1201,0
M-03770,45.8901,882.7249,0.0326,0.0141,663,0.1194,0.0929,0.6408,1,0.0072,0
M-03771,54.5232,738.1973,0.0108,0.0138,411,0.0513,0.0589,0.4981,5,0.0508,0
M-03772,51.1528,930.5781,0.0693,0.0121,1061,0.046,0.0745,0.4274,4,0.05,0
M-03773,73.1316,979.2587,0.0324,0.0067,315,0.0377,0.1275,0.3945,4,0.0357,0
M-03774,52.6523,605.7968,0.0398,0.0073,423,0.0805,0.1015,0.5511,5,0.0407,0
M-03775,48.6758,533.1908,0.0659,0.0105,1432,0.0221,0.1032,0.6873,5,0.0554,0
M-03776,36.574,660.9252,0.0141,0.0108,851,0.0772,0.0627,0.6832,6,0.012,0
M-03777,2.306,924.6796,0.0473,0.006,348,0.0567,0.193,0.6429,4,0.1352,0
M-03778,72.4402,504.6123,0.0523,0.0196,198,0.2826,0.1285,0.6648,7,0.1787,1
M-03779,30.1537,691.2397,0.0611,0.0107,628,0.0447,0.0661,0.6616,5,0.0272,0
M-03780,47.7509,654.803,0.0184,0.0109,492,0.0808,0.0411,0.288,7,0.0384,0
M-03781,45.3618,984.5907,0.0634,0.0117,501,0.043,0.1102,0.6503,4,0.1127,0
M-03782,43.1713,780.8767,0.1037,0.0065,416,0.1583,0.1225,0.8925,1,0.2728,1
M-03783,50.8996,979.3223,0.0642,0.0171,596,0.3321,0.2188,0.6373,7,0.2203,1
M-03784,62.159,156.5522,0.1024,0.0034,456,0.1753,0.1193,0.6105,10,0.3039,1
M-03785,25.7553,765.6624,0.0756,0.0137,529,0.1047,0.034,0.3978,3,0.0263,0
M-03786,56.3883,420.7506,0.0232,0.0058,874,0.132,0.042,0.4879,6,0.0068,0
M-03787,87.6733,503.751,0.0218,0.006,800,0.0111,0.0932,0.5406,6,0.0006,0
M-03788,60.8234,1034.7901,0.0554,0.0057,1210,0.1346,0.1149,0.392,1,0.0092,0
M-03789,36.5698,843.443,0.0199,0.0114,1064,0.0682,0.0948,0.3022,3,0.056,0
M-03790,69.9296,593.652,0.0345,0.0094,64,0.1094,0.106,0.7148,1,0.1085,0
M-03791,87.8342,1154.2108,0.0726,0.0078,784,0.3332,0.023,0.5461,9,0.3335,1
M-03792,55.4621,749.9618,0.0696,0.0014,746,0.1045,0.0819,0.7186,6,0.1141,0
M-03793,76.3219,704.7645,0.0722,0.0148,735,0.1378,0.0456,0.5518,7,0.1317,0
M-03794,36.3322,892.2479,0.0563,0.0233,514,0.2019,0.2021,0.6675,7,0.1492,1
M-03795,50.7792,1361.2306,0.0539,0.0075,446,0.142,0.1458,0.441,5,0.0548,0
M-03796,47.5608,869.0499,0.0479,0.0109,765,0.3039,0.2028,0.728,2,0.0949,0
M-03797,39.9639,1621.5986,0.0363,0.0018,283,0.0766,0.1021,0.574,6,0.1491,0
M-03798,47.0255,1215.3344,0.1167,0.0229,30,0.1468,0.1683,0.5616,4,0.0629,0
M-03799,49.4626,388.7246,0.0183,0.0049,483,0.0031,0.0422,0.4863,4,0.0547,0
M-03800,33.9089,1043.2371,0.0505,0.0027,384,0.0482,0.0571,0.6838,7,0.1075,1
M-03801,61.6404,1031.0937,0.0545,0.0081,1201,0.0608,0.0645,0.5074,6,0.0421,0
M-03802,46.3091,882.1624,0.0591,0.0037,741,0.0106,0.0404,0.7765,3,0.1206,1
M-03803,50.3914,974.4319,0.052,0.0075,450,0.1437,0.0553,0.5149,7,0.0723,0
M-03804,123.0291,1099.0944,0.0319,0.014,355,0.2299,0.2179,0.6301,2,0.3235,1
M-03805,55.9023,467.7304,0.057,0.015,870,0.0944,0.1186,0.5919,6,0.0248,0
M-03806,58.2845,965.725,0.0437,0.0111,605,0.0086,0.099,0.8224,5,0.1019,0
M-03807,51.5806,659.377,0.0684,0.0018,30,0.033,0.088,0.6218,3,0.0729,0
M-03808,54.7956,50.0,0.0452,0.008,1063,0.1755,0.1479,0.5487,1,0.0507,1
M-03809,59.2957,867.5348,0.0508,0.0137,1252,0.1304,0.0384,0.5633,4,0.0955,0
M-03810,32.8048,644.9097,0.0726,0.0052,669,0.1207,0.0599,0.638,2,0.0226,0
M-03811,46.9463,597.2702,0.0629,0.0055,970,0.0946,0.0839,0.2732,4,0.0276,0
M-03812,16.5549,781.8492,0.0563,0.012,337,0.3381,0.0773,0.4305,10,0.108,0
M-03813,34.5599,161.8462,0.0914,0.0197,281,0.3262,0.2349,0.95,11,0.118,1
M-03814,52.1147,877.3504,0.0243,0.0025,286,0.057,0.0883,0.5397,7,0.1428,0
M-03815,41.4323,1092.4109,0.0582,0.0048,506,0.0458,0.0757,0.4168,2,0.0989,0
M-03816,37.7567,755.1751,0.0682,0.0111,699,0.042,0.0774,0.3897,5,0.0137,0
M-03817,55.0259,854.8374,0.0753,0.0082,312,0.0654,0.0885,0.868,5,0.091,0
M-03818,67.4711,908.0138,0.0587,0.0116,675,0.0451,0.0771,0.5388,6,0.1036,0
M-03819,55.5987,1528.6131,0.0395,0.0077,30,0.1946,0.1401,0.789,6,0.1158,1
M-03820,33.644,817.293,0.0714,0.0086,785,0.1402,0.0372,0.7192,4,0.0369,0
M-03821,69.1545,662.2252,0.0304,0.0094,30,0.1352,0.0539,0.4021,7,0.0845,0
M-03822,78.7754,439.5542,0.1141,0.0183,411,0.2509,0.0456,0.7526,3,0.0874,1
M-03823,60.1842,720.5633,0.0361,0.0106,274,0.0576,0.0284,0.5549,2,0.0105,0
M-03824,55.761,442.9193,0.0387,0.0077,1049,0.1431,0.0939,0.5237,7,0.1385,1
M-03825,41.9048,962.4593,0.044,0.0042,197,0.0953,0.1208,0.9346,11,0.3129,1
M-03826,64.9702,1158.6307,0.0262,0.0149,449,0.0206,0.0913,0.5551,4,0.0631,1
M-03827,45.75,115.5472,0.0801,0.0229,997,0.3248,0.1121,0.6382,7,0.2143,1
M-03828,31.9678,1435.9322,0.0342,0.0024,377,0.1421,0.1164,0.6004,1,0.0733,0
M-03829,60.4431,781.1853,0.0341,0.014,613,0.1139,0.0552,0.4303,2,0.1246,0
M-03830,35.0242,1460.7621,0.0141,0.014,542,0.1304,0.0648,0.3154,6,0.0335,1
M-03831,90.519,1298.5801,0.0882,0.0096,303,0.3135,0.2067,0.5993,1,0.2248,1
M-03832,53.4918,390.1948,0.0762,0.012,647,0.1174,0.089,0.4005,4,0.1323,0
M-03833,17.0581,1201.1985,0.056,0.0073,667,0.0088,0.0944,0.3526,5,0.0572,0
M-03834,57.8192,807.834,0.0426,0.0123,436,0.0324,0.0905,0.588,2,0.1269,0
M-03835,24.613,386.5188,0.0431,0.013,834,0.0381,0.099,0.5197,2,0.0678,1
M-03836,44.8597,994.0782,0.0183,0.008,457,0.1014,0.0842,0.5891,4,0.0374,0
M-03837,26.6616,977.1668,0.0385,0.0136,829,0.1193,0.0661,0.424,1,0.1177,0
M-03838,25.9033,596.4538,0.053,0.0062,1375,0.0684,0.0647,0.3733,2,0.0462,0
M-03839,56.4322,1200.2529,0.0499,0.0139,149,0.1069,0.0839,0.4771,3,0.1001,0
M-03840,39.0045,1069.5694,0.0123,0.0107,681,0.0119,0.0956,0.8377,4,0.1464,0
M-03841,74.7296,1276.3762,0.0914,0.0203,1313,0.3356,0.0918,0.8018,3,0.3048,0
M-03842,35.559,164.2668,0.0308,0.0117,571,0.0781,0.0218,0.3857,7,0.0419,0
M-03843,46.8647,1177.055,0.0765,0.0093,619,0.0116,0.0718,0.3313,6,0.0574,0
M-03844,52.5838,404.6186,0.0247,0.0136,671,0.002,0.1029,0.7234,1,0.1336,0
M-03845,55.2722,698.6099,0.0437,0.0124,917,0.0167,0.083,0.6338,2,0.0277,0
M-03846,54.2095,926.1212,0.0598,0.0052,316,0.1093,0.1226,0.5415,3,0.0411,0
M-03847,25.9959,646.0334,0.0295,0.0062,1123,0.0467,0.1318,0.2676,2,0.0233,0
M-03848,23.5544,967.9921,0.0195,0.0098,632,0.024,0.0317,0.6269,1,0.145,0
M-03849,103.9402,420.3584,0.0595,0.0146,782,0.0579,0.1353,0.6425,8,0.2578,1
M-03850,35.5294,714.6091,0.0647,0.0131,683,0.0749,0.02,0.6467,2,0.0185,0
M-03851,41.7167,889.207,0.028,0.0106,343,0.1142,0.0,0.4274,6,0.091,0
M-03852,51.1523,1032.8578,0.0563,0.013,842,0.0037,0.0741,0.697,4,0.032,0
M-03853,49.1458,883.5397,0.0524,0.0128,1068,0.0326,0.0524,0.4777,1,0.1293,0
M-03854,84.6187,1203.5258,0.0713,0.0108,594,0.0911,0.0321,0.3919,2,0.0366,0
M-03855,56.9478,987.1639,0.0528,0.0135,559,0.0635,0.1089,0.4368,7,0.0647,0
M-03856,112.7879,629.2484,0.0862,0.0043,468,0.2774,0.1908,0.5681,8,0.087,1
M-03857,69.7567,833.5665,0.0224,0.0079,899,0.1001,0.0876,0.503,2,0.1306,0
M-03858,52.5269,1153.0824,0.0258,0.0061,830,0.0301,0.0934,0.424,5,0.0699,1
M-03859,57.7138,1002.9068,0.0645,0.0137,852,0.0295,0.0639,0.4748,1,0.1275,0
M-03860,41.2733,828.0678,0.043,0.0101,30,0.0421,0.076,0.515,3,0.1297,0
M-03861,44.7906,919.5137,0.0806,0.0051,615,0.1714,0.1796,0.4064,11,0.2423,1
M-03862,42.5481,800.4477,0.056,0.0097,802,0.2652,0.0958,0.5844,1,0.1216,0
M-03863,49.9953,558.3105,0.0232,0.0069,605,0.0157,0.0735,0.6231,6,0.0035,0
M-03864,32.6533,190.6991,0.0776,0.0102,1321,0.2541,0.0478,0.7507,3,0.0737,1
M-03865,65.9206,50.0,0.0722,0.0025,401,0.0689,0.0396,0.3996,5,0.0831,0
M-03866,105.728,540.577,0.0581,0.0121,30,0.3088,0.0355,0.7982,10,0.2028,1
M-03867,1.0,653.0607,0.1174,0.0172,125,0.2778,0.2003,0.6419,10,0.1685,1
M-03868,40.9288,607.0825,0.0164,0.0128,588,0.1272,0.0693,0.6456,2,0.0192,0
M-03869,54.4894,856.9588,0.063,0.0028,411,0.1499,0.0778,0.4207,1,0.135,0
M-03870,44.0366,602.6049,0.0237,0.0038,898,0.0873,0.087,0.638,7,0.0252,1
M-03871,40.1466,943.4473,0.0596,0.0093,220,0.0214,0.1086,0.6448,4,0.0561,0
M-03872,56.6071,721.4036,0.0496,0.0127,540,0.0011,0.1517,0.7356,1,0.0744,0
M-03873,45.1598,788.4148,0.0484,0.0013,220,0.0993,0.1483,0.5499,6,0.0105,0
M-03874,39.9483,1138.7508,0.0638,0.0085,748,0.061,0.0835,0.4896,7,0.1146,0
M-03875,66.1401,1003.0373,0.0165,0.0045,782,0.0684,0.0439,0.6368,5,0.1271,1
M-03876,59.7242,1341.022,0.065,0.0053,508,0.0011,0.0975,0.2424,5,0.1047,0
M-03877,107.7855,695.5265,0.0916,0.0095,537,0.2342,0.2868,0.9259,2,0.3199,1
M-03878,31.6873,1137.011,0.0145,0.0133,606,0.1035,0.0272,0.5997,1,0.0492,0
M-03879,71.765,838.0221,0.0695,0.0118,1310,0.0651,0.0619,0.5209,1,0.0179,0
M-03880,66.4573,872.7021,0.0248,0.0101,550,0.0395,0.0807,0.6216,2,0.0201,0
M-03881,90.8425,406.0464,0.0365,0.0044,1248,0.2482,0.1657,0.4864,1,0.2979,1
M-03882,56.1298,400.2456,0.0688,0.0134,817,0.1313,0.0817,0.7126,1,0.1448,0
M-03883,72.2617,730.1604,0.0209,0.006,30,0.1443,0.0513,0.6746,3,0.0053,0
M-03884,69.5526,332.7815,0.0125,0.007,866,0.0822,0.0653,0.446,5,0.0706,0
M-03885,22.4569,484.931,0.017,0.0096,1652,0.0589,0.0728,0.4927,3,0.1321,0
M-03886,46.7983,681.7717,0.0325,0.0056,940,0.1005,0.0723,0.6169,6,0.0773,0
M-03887,73.2353,678.6448,0.0521,0.0084,822,0.0663,0.0972,0.1977,2,0.063,0
M-03888,46.3388,639.1266,0.0221,0.0014,991,0.0368,0.1281,0.4709,5,0.0354,0
M-03889,88.1384,451.113,0.0912,0.0122,30,0.0583,0.1138,0.5897,8,0.3431,1
M-03890,21.6553,735.9889,0.0275,0.0054,1059,0.0902,0.0961,0.6849,5,0.0427,0
M-03891,49.6371,747.4535,0.056,0.0132,521,0.0845,0.0836,0.4916,6,0.0439,0
M-03892,84.2984,567.3179,0.063,0.0103,1253,0.1032,0.1338,0.6238,4,0.1024,1
M-03893,30.5475,687.6979,0.0601,0.0087,282,0.0982,0.0865,0.5802,7,0.1274,0
M-03894,65.8809,657.045,0.0402,0.008,444,0.048,0.0938,0.6105,3,0.0008,0
M-03895,44.4976,863.8019,0.0759,0.0017,561,0.0389,0.1042,0.4854,5,0.1132,0
M-03896,68.5648,1061.0476,0.052,0.0086,1330,0.125,0.0868,0.6909,2,0.1492,0
M-03897,33.4462,854.7093,0.0763,0.0092,1345,0.0661,0.0641,0.7214,4,0.1305,0
M-03898,44.6056,765.3623,0.0219,0.0133,569,0.0722,0.0933,0.4991,6,0.0551,0
M-03899,63.0695,949.4943,0.064,0.0073,432,0.1271,0.1024,0.3815,5,0.041,0
M-03900,48.6058,837.6256,0.0494,0.0015,377,0.0121,0.0621,0.5992,7,0.014,0
M-03901,71.7672,522.3636,0.0329,0.0024,175,0.0022,0.0545,0.5905,4,0.1243,0
M-03902,50.5104,920.6367,0.0155,0.0113,550,0.0507,0.1085,0.3504,3,0.0954,0
M-03903,38.1832,1089.3552,0.0668,0.006,898,0.0378,0.083,0.5767,7,0.0686,0
M-03904,55.8771,578.5157,0.0379,0.0014,542,0.0925,0.0816,0.4624,3,0.1403,0
M-03905,56.6291,347.6592,0.0417,0.0061,990,0.1246,0.1065,0.4035,6,0.002,0
M-03906,62.5088,1069.2877,0.0684,0.0141,489,0.0053,0.0578,0.5832,3,0.0687,0
M-03907,41.3627,966.2114,0.0708,0.0109,1001,0.103,0.0707,0.7485,1,0.0726,0
M-03908,53.4119,1035.6659,0.0387,0.0135,191,0.02,0.114,0.5329,5,0.1365,0
M-03909,48.9475,222.9091,0.0504,0.0028,354,0.1469,0.0879,0.663,2,0.1373,0
M-03910,81.3858,526.9963,0.0738,0.0016,1500,0.1216,0.0814,0.7671,7,0.0731,0
M-03911,54.8613,628.5829,0.0541,0.0069,1337,0.0538,0.0714,0.5792,5,0.1338,1
M-03912,49.4355,874.3835,0.0296,0.0076,547,0.0684,0.0958,0.7903,2,0.0221,0
M-03913,58.6763,1756.0807,0.0911,0.0127,109,0.3176,0.2032,0.5159,1,0.25,1
M-03914,54.4344,659.1329,0.0229,0.0121,299,0.0969,0.065,0.4116,5,0.1479,0
M-03915,54.4134,620.1864,0.0246,0.0033,750,0.0119,0.1093,0.3354,2,0.0129,0
M-03916,98.659,1243.2677,0.0898,0.0124,484,0.254,0.1369,0.4968,3,0.0525,1
M-03917,61.988,337.8046,0.115,0.0093,157,0.2413,0.1197,0.8878,11,0.0975,1
M-03918,59.4212,1155.854,0.0862,0.0036,940,0.336,0.1355,0.7155,1,0.0812,1
M-03919,65.5757,971.447,0.0144,0.0057,984,0.0903,0.0768,0.95,1,0.032,0
M-03920,62.7226,473.9482,0.0266,0.0071,1004,0.0624,0.0726,0.6783,6,0.141,1
M-03921,33.9857,815.4327,0.0767,0.0083,285,0.1411,0.1141,0.7137,3,0.1188,0
M-03922,40.6695,1341.1635,0.0607,0.0121,588,0.0631,0.0486,0.6474,3,0.07,0
M-03923,60.4733,1069.8487,0.0114,0.0108,167,0.1459,0.086,0.6781,2,0.1491,0
M-03924,36.7213,658.6574,0.0125,0.0017,30,0.0761,0.1078,0.6872,6,0.073,0
M-03925,62.3072,603.3772,0.0291,0.01,488,0.0073,0.07,0.5849,3,0.0665,0
M-03926,73.069,820.507,0.0194,0.0064,897,0.0224,0.0122,0.3593,1,0.128,0
M-03927,56.4944,739.2044,0.0745,0.0044,407,0.0802,0.074,0.4256,2,0.0437,0
M-03928,81.5899,1310.9611,0.1159,0.0188,30,0.3384,0.1713,0.5565,8,0.1802,1
M-03929,22.3072,267.4424,0.0234,0.0115,595,0.0983,0.0888,0.5691,4,0.1272,0
M-03930,55.6873,258.3733,0.0231,0.0056,61,0.141,0.1078,0.7067,1,0.0829,0
M-03931,48.2653,365.234,0.0372,0.0133,1004,0.0815,0.0491,0.5148,2,0.0785,1
M-03932,24.4419,982.6951,0.0452,0.0051,802,0.0354,0.166,0.6495,2,0.0569,0
M-03933,55.4467,711.908,0.0308,0.0097,957,0.0179,0.0509,0.497,6,0.0503,0
M-03934,59.1556,1061.0284,0.0781,0.0126,711,0.0522,0.1108,0.6318,5,0.006,0
M-03935,94.0687,437.7987,0.0443,0.0125,1107,0.2367,0.1813,0.767,11,0.2853,1
M-03936,52.6771,938.0056,0.0109,0.0084,766,0.1006,0.0927,0.6121,6,0.0611,0
M-03937,39.3073,1065.5252,0.079,0.002,1181,0.093,0.0499,0.5739,1,0.1488,0
M-03938,48.5249,294.0945,0.0418,0.0043,1029,0.0263,0.0828,0.5392,5,0.0457,0
M-03939,55.2448,859.1429,0.0655,0.0056,494,0.0424,0.1295,0.5933,2,0.0356,0
M-03940,49.5611,1199.775,0.0496,0.0132,1190,0.0616,0.0926,0.95,4,0.0418,1
M-03941,64.5228,486.9518,0.0575,0.0051,436,0.0465,0.0586,0.6521,6,0.1325,1
M-03942,50.2203,699.9407,0.0779,0.0059,1101,0.1471,0.1133,0.6061,5,0.1183,0
M-03943,49.0372,756.3784,0.0522,0.0149,849,0.0634,0.06,0.3667,1,0.0485,0
M-03944,57.5412,1145.6199,0.0641,0.0079,649,0.0985,0.0784,0.6088,7,0.0632,0
M-03945,60.0929,1410.581,0.0751,0.014,434,0.0523,0.1002,0.6327,1,0.0929,1
M-03946,50.5701,540.4101,0.0143,0.0017,449,0.0229,0.0942,0.3487,7,0.1399,0
M-03947,69.9373,541.0564,0.0712,0.0018,449,0.0127,0.0604,0.5636,1,0.0378,0
M-03948,55.7448,820.972,0.0278,0.0055,1098,0.0409,0.0853,0.6715,7,0.1092,0
M-03949,50.6199,732.8774,0.0599,0.0045,633,0.0613,0.0635,0.6834,7,0.0615,0
M-03950,64.0636,598.873,0.0276,0.0134,1238,0.0239,0.0967,0.6004,4,0.1095,0
M-03951,25.3522,927.2803,0.0108,0.0012,843,0.0349,0.0641,0.3694,7,0.1244,0
M-03952,53.8696,923.4871,0.0627,0.0019,863,0.0865,0.0483,0.4084,3,0.0116,0
M-03953,50.1059,891.7086,0.029,0.0069,114,0.0814,0.0951,0.6461,6,0.138,0
M-03954,52.1457,1025.3572,0.0145,0.0128,963,0.0111,0.0385,0.7196,6,0.0242,0
M-03955,49.6865,457.7891,0.0287,0.0059,959,0.0812,0.0564,0.4572,7,0.0854,0
M-03956,59.9432,669.4167,0.0176,0.0142,436,0.077,0.0959,0.6218,1,0.0298,0
M-03957,80.9226,811.4361,0.053,0.0089,1432,0.1097,0.0907,0.5674,3,0.0317,0
M-03958,57.6619,625.1752,0.0654,0.0146,421,0.0082,0.1166,0.6651,7,0.1061,0
M-03959,36.3547,580.3601,0.0547,0.0146,1030,0.0279,0.0961,0.5391,3,0.1401,0
M-03960,59.1184,1168.7972,0.052,0.003,666,0.1088,0.0924,0.57,2,0.0438,0
M-03961,78.6591,1041.3608,0.0861,0.0076,30,0.2801,0.2109,0.7454,5,0.2791,1
M-03962,75.5476,1281.4508,0.0308,0.0033,884,0.1442,0.1067,0.5884,7,0.0923,0
